Geo Point;Geo Shape;Arrondissement;Adresse;Proposition non réalisable;Type de végétalisation;Etat de la proposition;Numéro;Commentaitre accompagnant la proposition;Avancement du projet
48.864191,2.36812500037;"{""type"": ""Point"", ""coordinates"": [2.368125000368634, 48.86419100000894]}";75011.0;Rue de Crussol;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014H3914;Pas de porte d'immeuble sur cette portion de rue de Crussol. Pas de circulation utile. Idéal pour planter.;-
48.8717589996,2.40294399948;"{""type"": ""Point"", ""coordinates"": [2.402943999483812, 48.871758999583115]}";75020.0;37  Rue Saint-Fargeau;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014H2838;pas de commentaires;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75020.0;Jardin Olivier Métra - Pixérécourt;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014H315;pas de commentaires;-
48.8873240003,2.350521;"{""type"": ""Point"", ""coordinates"": [2.350521000001554, 48.887324000330835]}";75018.0;Rue Dejean;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014I4698;pas de commentaires;-
48.8407590003,2.40913000006;"{""type"": ""Point"", ""coordinates"": [2.409130000059252, 48.84075900027788]}";75012.0;135 boulevard Soult;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Plantation d?arbre;Propositions non réalisables techniquement;S2014J88;*** Prop. 12ème : voir courrier riverain dans doc. 12ème (plusieurs demandes dans le même courrier). Plantation d'arbres sur le bd Soult, de la Poste vers le cours de Vincennes, sur le rond-pont minéral, en face de la station de métro Pte de Vincenn;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75016.0;;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014I4425;Rendre publique la partie privée du Parc Sainte Périnne.;-
48.8260909481,2.33444143888;"{""type"": ""Point"", ""coordinates"": [2.334441438876537, 48.826090948100514]}";75014.0;rue gauguet;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;NP34;-;Réalisé
48.8593720412,2.35052351302;"{""type"": ""Point"", ""coordinates"": [2.350523513016658, 48.859372041237606]}";75004.0;80 rue saint martin;-;Mur végétalisé;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G2172;-;Programmé
48.8346329991,2.33349900259;"{""type"": ""Point"", ""coordinates"": [2.333499002586596, 48.834632999079986]}";75014.0;112 boulevard'arago;-;Végétalisation d'un pied d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G3123;-;Réalisé
48.866562,2.35877599975;"{""type"": ""Point"", ""coordinates"": [2.358775999754385, 48.86656199995043]}";75003.0;5 Rue du Vertbois;la proposition n'a pas été retenue du fait de la présence de réseaux enterrés incompatibles avec la plantation de végétaux;Mur végétalisé;Propositions non réalisables techniquement;S2014I4653;Mur situé entre le 5 et 7 rue du Vertbois - demande de végétalisation importante suite concertation des riverains alentours - Merci;-
48.8779569996,2.34492400048;"{""type"": ""Point"", ""coordinates"": [2.344924000482057, 48.87795699964332]}";75009.0;24 Rue de Rochechouart;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Mur végétalisé;Propositions non réalisables techniquement;S2014G4025;Copropriété mur aveugle en cours de ravalement mitoyen au centre d'animation valeyre;-
48.8669910004,2.27205699945;"{""type"": ""Point"", ""coordinates"": [2.272056999447608, 48.866991000368095]}";75016.0;Boulevard Lannes;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Autre proposition;Propositions non réalisables techniquement;S2014G3655;nettoyer les herbes autour des arbres et le long des bordures de trottoirs;-
48.8691629996,2.3775260004;"{""type"": ""Point"", ""coordinates"": [2.377526000401183, 48.869162999564175]}";75011.0;rue Vaucouleurs;-;jardinières-arbres;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8550490002,2.39854999997;"{""type"": ""Point"", ""coordinates"": [2.398549999970304, 48.855049000166716]}";75020.0;61/71 Rue Alexandre Dumas;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4250;-;-
48.8932180004,2.34895599969;"{""type"": ""Point"", ""coordinates"": [2.348955999690454, 48.89321800042538]}";75018.0;119-121 Rue de Clignancourt;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G2830;-;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75011.0;Jardin de la Folie Titon;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Mur végétalisé;Propositions non réalisables techniquement;S2014G1876;pas de commentaires ***;-
48.8508289996,2.36721700015;"{""type"": ""Point"", ""coordinates"": [2.367217000152419, 48.85082899956136]}";75004.0;25  Boulevard Bourdon;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014H499;pas de commentaires;-
48.8809489996,2.31907000052;"{""type"": ""Point"", ""coordinates"": [2.319070000524718, 48.88094899957273]}";75008.0;Rue Andrieux;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014H1065;pas de commentaires;-
48.8748060001,2.35348099958;"{""type"": ""Point"", ""coordinates"": [2.353480999577965, 48.87480600012095]}";75010.0;2?20 Rue de Paradis;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I5458;"Mur sale, enseignes dont personnes ne 
s'occupe qui sert de nid à pigeons. Idéal pour un joli mur vegetalisé.";-
48.8769590001,2.3140160005;"{""type"": ""Point"", ""coordinates"": [2.314016000496399, 48.87695900006168]}";75008.0;11  Rue Treilhard;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I1869;"il s'agit d'un immeuble qui n'est pas en harmonie
 avec l'environnement architectural.";-
48.8458669999,2.37009799944;"{""type"": ""Point"", ""coordinates"": [2.370097999443271, 48.84586699990521]}";75012.0;6/10 Rue Audubon;la proposition n'a pas été retenue car elle concerne une toiture et ne rentre donc pas dans le cadre de l'opération Du Vert près de Chez Moi, qui vise à verdir l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014G2541;"vegetalisation des terrasses des batiments publics 
de la ville";-
48.8442259997,2.40854300016;"{""type"": ""Point"", ""coordinates"": [2.408543000159456, 48.84422599974384]}";75012.0;102  Avenue de Saint-Mandé;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014I1816;pas de commentaires;-
48.8260460004,2.35057000058;"{""type"": ""Point"", ""coordinates"": [2.350570000582766, 48.82604600037553]}";75013.0;Rue Bobillot;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G2809;pas de commentaires;-
48.8242590002,2.34792499936;"{""type"": ""Point"", ""coordinates"": [2.347924999357386, 48.82425900020652]}";75013.0;42  Rue de la Colonie;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014G2810;pas de commentaires;-
48.8285784035,2.30056515782;"{""type"": ""Point"", ""coordinates"": [2.300565157821221, 48.828578403495165]}";75015.0;1 rue antonin mercie;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;S2014I2689;-;Réalisé
